#{"t_start": 1741225153.7852576, "env_id": "None"}
r,l,t
-101.45966,20,21.495012
-99.888306,12,21.509179
-105.18088,9,21.534973
-99.70029,9,21.548193
-100.65588,17,21.574138
-104.882225,21,21.574156
-85.205444,19,21.574162
-94.323425,23,21.589919
-98.71449,6,21.626725
-120.306335,24,21.639746
-110.141624,16,21.708886
-105.04678,6,21.708906
-85.33307,23,21.788374
-108.180534,22,21.803882
-85.12722,17,21.803902
-99.31254,18,21.829769
-102.78157,21,21.858039
-91.02861,22,21.872103
-109.18145,18,21.885682
-105.33039,27,21.899887
-110.0995,18,21.953067
-105.09807,5,21.953088
-104.95489,15,22.006786
-108.29445,12,22.020965
-105.818184,8,22.059564
-106.34349,8,22.059584
-96.21794,26,22.05959
-104.01269,5,22.072486
-105.471146,22,22.097889
-92.03786,23,22.097909
-98.224754,23,22.13924
-92.98791,21,22.152384
-99.94017,21,22.178344
-109.237404,12,22.178364
-102.40949,7,22.24546
-108.08966,15,22.258185
-105.00981,8,22.28423
-107.98533,17,22.284249
-94.44341,14,22.284254
-97.60778,17,22.297781
-90.187164,16,22.314162
-91.27636,19,22.314181
-103.36617,5,22.327387
-106.573555,4,22.340489
-107.54128,6,22.393807
-100.77927,17,22.408915
-97.72552,10,22.426267
-94.537476,13,22.426286
-110.76526,10,22.426293
-103.55557,11,22.455138
-105.387764,11,22.468807
-104.11435,5,22.496645
-108.12749,7,22.526496
-95.281166,14,22.526515
-85.74047,29,22.539794
-106.95429,7,22.566016
-101.72761,18,22.597106
-108.067726,7,22.597126
-103.39328,14,22.611233
-109.601166,10,22.668835
-90.46686,17,22.694719
-101.03798,21,22.722494
-111.28323,24,22.741261
-98.71792,17,22.780587
-102.87109,19,22.846115
-86.636284,22,22.846137
-94.68502,17,22.862478
-98.39928,20,22.896968
-102.801605,8,22.911953
-110.01396,14,22.958617
-110.34202,8,22.971147
-96.61708,17,22.983917
-103.16896,10,23.01029
-96.79023,23,23.010309
-101.87929,8,23.010315
-128.02289,28,23.01032
-108.211655,8,23.023463
-93.42074,13,23.036217
-100.266975,7,23.063032
-105.91739,8,23.127596
-106.87118,7,23.127616
-100.95646,14,23.195759
-105.59169,14,23.195777
-84.1154,17,23.208843
-97.303566,12,23.22163
-92.74505,17,23.234051
-102.02656,20,23.276397
-104.934296,11,23.276416
-97.14179,12,23.289659
-86.20526,25,23.289677
-103.806694,3,23.332183
-114.94588,10,23.359945
-108.14083,6,23.374137
-105.44533,17,23.426644
-96.12075,19,23.452796
-96.373535,20,23.481827
-104.48457,11,23.509392
-114.84249,22,23.535185
-92.52965,20,23.547947
-74.11714,62,23.561132
-102.77925,10,23.561151
-110.17187,19,23.590153
-129.215,23,23.590172
-113.6723,8,23.657573
-101.57627,15,23.657593
-112.29011,7,23.657598
-91.84729,23,23.689532
-111.14992,17,23.715771
-107.00476,13,23.715791
-85.025764,19,23.773184
-117.98253,15,23.773204
-108.835304,16,23.813354
-106.44009,10,23.82644
-105.50364,17,23.826459
-108.23417,5,23.881906
-109.49463,13,23.895643
-102.90409,17,23.895661
-105.819145,5,23.895667
-99.10305,6,23.908119
-103.000175,20,23.934321
-102.82706,21,23.947185
-102.77446,7,23.989342
-80.78157,20,23.990406
-115.135185,16,23.990433
-105.96173,9,24.016366
-99.94133,10,24.042529
-96.226585,12,24.055734
-98.88287,23,24.082771
-107.74144,7,24.08279
-106.11428,18,24.123864
-109.67904,9,24.161062
-105.30764,6,24.161081
-97.33827,20,24.215009
-102.4111,17,24.215028
-108.24062,11,24.227831
-112.66742,18,24.22785
-102.23597,7,24.253095
-114.94156,19,24.265831
-94.467865,29,24.321886
-105.75949,22,24.347912
-95.233154,19,24.3746
-110.17364,12,24.387634
-102.07565,17,24.387653
-103.69602,17,24.444704
-106.30719,16,24.469338
-94.33654,20,24.483316
-106.44531,10,24.483335
-108.53992,8,24.497119
-95.87677,13,24.497138
-99.755585,8,24.551324
-104.53507,6,24.577495
-112.72016,26,24.577515
-98.00339,9,24.603331
-99.96307,17,24.60335
-92.56276,17,24.616494
-109.24107,27,24.632248
-91.06634,14,24.658644
-110.962074,7,24.697744
-88.787895,17,24.724272
-97.76493,13,24.75324
-108.85501,9,24.75326
-96.31994,16,24.834908
-100.126724,22,24.847806
-110.24492,21,24.860261
-130.05319,28,24.86028
-104.66076,12,24.885911
-92.98851,21,24.885931
-100.15676,19,24.910815
-96.60005,10,24.978466
-89.84097,21,24.978485
-112.25857,21,25.030612
-106.93341,14,25.045909
-106.67278,13,25.085171
-90.27599,19,25.085189
-114.92132,25,25.085196
-98.80656,8,25.085201
-95.379974,17,25.111491
-84.057495,19,25.11151
-105.003876,3,25.125006
-114.72432,12,25.202819
-101.95037,12,25.241858
-98.292595,28,25.257914
-99.81106,17,25.257933
-104.24827,12,25.271111
-117.4901,16,25.297907
-104.32941,4,25.310773
-91.802284,25,25.310792
-100.2495,15,25.323541
-84.74133,19,25.33617
-103.702774,7,25.336188
-110.331375,8,25.378618
-99.498825,21,25.391637
-100.51605,5,25.404771
-103.57644,16,25.417687
-98.90108,8,25.417706
-102.1868,9,25.456579
-86.52884,17,25.484367
-102.787025,15,25.496758
-82.00069,18,25.548648
-113.495514,13,25.589418
-112.06997,20,25.589437
-102.31111,12,25.614445
-102.74854,19,25.627715
-103.15694,4,25.640464
-84.71299,17,25.640483
-101.55432,20,25.652913
-109.947914,17,25.70543
-91.286514,16,25.70545
-95.905,24,25.718739
-104.25888,7,25.744805
-93.41988,16,25.757533
-105.90075,13,25.786662
-106.05973,13,25.813471
-101.995636,8,25.81349
-97.88713,14,25.813496
-95.159805,17,25.813501
-112.57167,8,25.826479
-107.46003,6,25.863933
-95.71857,21,25.920537
-96.74233,17,25.933757
-109.59251,16,25.958687
-99.00624,8,25.97216
-94.036095,14,26.000598
-104.507416,5,26.026233
-120.24046,18,26.052443
-90.16774,18,26.066003
-86.5143,20,26.080269
-91.457436,25,26.09513
-114.880035,13,26.108318
-111.36897,9,26.145793
-117.08307,18,26.159793
-99.41035,14,26.188325
-71.619675,30,26.21467
-88.40625,20,26.241919
-106.17152,17,26.28157
-115.25009,16,26.28159
-97.04698,10,26.281595
-106.074425,8,26.29698
-102.776276,6,26.296999
-87.25357,17,26.31023
-92.47208,18,26.350088
-110.657974,14,26.350106
-103.728035,5,26.375326
-112.42052,10,26.418444
-97.86316,24,26.418464
-106.261856,6,26.431492
-99.62325,11,26.444616
-105.501495,15,26.483061
-85.71402,18,26.48308
-98.73619,11,26.496325
-95.91263,15,26.496344
-105.65596,14,26.566758
-103.124084,24,26.609384
-89.6005,16,26.636773
-93.80107,15,26.649561
-104.97076,15,26.689564
-93.11194,21,26.703703
-88.59892,20,26.703722
-102.848305,12,26.731152
-103.34309,18,26.744827
-89.90314,18,26.744845
-110.920425,19,26.74485
-101.323654,11,26.757668
-103.9929,6,26.771418
-101.880775,5,26.811524
-104.0476,7,26.844155
-100.45324,18,26.884605
-92.63608,18,26.953122
-109.18445,17,26.966393
-113.65877,23,26.966412
-91.28922,15,26.979841
-87.55153,22,27.006093
-90.983665,18,27.006113
-87.283264,21,27.03236
-103.53729,5,27.07303
-89.75405,19,27.07305
-106.75538,7,27.100423
-93.66417,11,27.114509
-101.82712,20,27.114528
-108.86477,6,27.157112
-114.274185,16,27.170116
-104.84322,7,27.213297
-94.622696,25,27.22713
-122.78067,15,27.243431
-123.01998,21,27.25672
-112.22891,17,27.310462
-106.29082,7,27.310481
-103.40574,12,27.323771
-91.23588,27,27.352289
-110.124115,8,27.352308
-106.24645,5,27.378031
-102.92015,5,27.391238
-98.4208,20,27.391256
-108.72024,10,27.391262
-103.1201,22,27.404213
-95.1929,19,27.432283
-99.468315,15,27.432303
-105.142975,4,27.43231
-108.22429,7,27.445685
-103.190796,9,27.476152
-100.444534,9,27.530382
-109.22069,12,27.559625
-112.77421,10,27.572573
-115.41034,23,27.626632
-113.97225,16,27.652015
-116.80777,16,27.652035
-86.49873,20,27.825069
-98.72736,21,27.838722
-103.90495,10,27.869447
-102.60415,19,27.869467
-88.12787,18,27.883433
-102.50813,7,27.909045
-108.818275,7,27.922985
-100.5238,10,27.923004
-92.771515,22,27.993524
-100.6403,10,28.006358
-94.48435,24,28.046929
-113.275925,12,28.08891
-87.018326,16,28.103194
-96.21628,21,28.129999
-90.83423,24,28.144347
-111.297195,10,28.144366
-108.69555,5,28.171081
-106.08374,7,28.187934
-100.732834,19,28.187953
-93.55776,24,28.201192
-114.53255,16,28.21454
-109.564026,24,28.241568
-103.438255,5,28.241586
-103.81947,8,28.253902
-99.83182,11,28.280768
-96.971924,20,28.321348
-105.87624,7,28.348271
-98.01718,10,28.374789
-101.51403,8,28.390284
-90.79147,16,28.418805
-88.137314,21,28.432717
-97.14109,16,28.432736
-112.37642,14,28.432742
-95.9064,21,28.473684
-98.97152,23,28.501781
-103.64786,7,28.52854
-111.03868,10,28.528559
-109.60709,7,28.528566
-109.524284,6,28.554591
-110.48566,10,28.568111
-100.01454,5,28.596317
-85.57805,18,28.596335
-81.87442,21,28.609109
-116.2686,18,28.622002
-103.323784,6,28.635771
-99.588684,10,28.662875
-99.0356,19,28.67557
-114.94986,17,28.73148
-120.25876,18,28.770706
-102.874756,15,28.770726
-108.40369,14,28.783196
-106.59447,11,28.811777
-106.99641,3,28.8261
-99.10629,15,28.840218
-94.2923,16,28.840236
-98.94579,21,28.881044
-109.13563,22,28.910904
-96.03086,18,28.925032
-114.64207,9,28.964426
-110.658516,10,28.964446
-93.28876,19,28.991176
-93.32793,19,29.035606
-99.20496,20,29.048828
-96.15045,15,29.048846
-94.19898,12,29.075998
-90.19629,20,29.088475
-105.08952,5,29.117602
-112.30077,15,29.130955
-105.165146,12,29.130974
-101.418594,4,29.13098
-104.412476,12,29.156414
-107.97726,22,29.18261
-101.61473,5,29.19498
-118.199486,11,29.240799
-101.482956,18,29.279641
-106.85971,9,29.27966
-102.75933,18,29.292692
-99.59367,12,29.29271
-106.153,8,29.305646
-119.20381,18,29.361012
-94.41441,18,29.375409
-108.592705,7,29.387852
-110.12513,8,29.387876
-101.80479,9,29.430597
-107.3409,19,29.443608
-106.64072,6,29.455908
-104.2381,17,29.468807
-91.257645,19,29.536019
-95.19989,18,29.536038
-110.419945,10,29.601506
-103.573265,17,29.614907
-91.33242,18,29.628265
-105.27325,5,29.669531
-95.90674,10,29.669551
-108.38982,17,29.683258
-97.9368,13,29.70978
-115.74173,20,29.709798
-102.92153,56,29.723935
-114.76056,28,29.738204
-106.32659,24,29.752268
-106.60494,4,29.765626
-102.720375,10,29.806009
-103.489586,9,29.806028
-101.99203,17,29.850119
-111.76628,17,29.863802
-106.30557,8,29.876622
-102.38162,13,29.889212
-106.73518,14,29.933334
-118.32044,11,29.963786
-87.219025,17,29.963806
-102.17623,22,29.977256
-109.229195,13,29.991186
-115.86501,11,30.00621
-111.63404,7,30.034178
-99.23863,11,30.034198
-103.785706,5,30.048756
-88.64645,22,30.066226
-107.25444,16,30.096148
-111.00445,14,30.096169
-106.68756,4,30.111197
-97.30408,14,30.168565
-98.41096,9,30.168584
-99.2509,14,30.208802
-103.55749,14,30.235489
-96.66506,20,30.248013
-104.34799,14,30.302859
-91.19761,23,30.316519
-97.790146,11,30.316538
-112.113846,16,30.316544
-101.389404,19,30.330079
-109.66617,20,30.372903
-97.87667,9,30.372923
-101.168434,8,30.412051
-95.051994,18,30.412073
-109.39392,7,30.425398
-109.44985,8,30.425418
-84.496155,16,30.425424
-101.87951,9,30.439093
-113.03835,18,30.482378
-103.39675,9,30.495677
-107.29276,6,30.509218
-102.72284,8,30.523011
-111.85872,9,30.549278
-111.95732,14,30.56181
-100.84913,9,30.561829
-107.5602,15,30.616421
-106.05759,23,30.630342
-88.842186,12,30.656213
-91.01781,19,30.684352
-97.70714,15,30.684372
-115.881195,10,30.698434
-85.75887,19,30.785502
-104.73852,7,30.785521
-102.29921,12,30.785527
-123.17473,16,30.785532
-106.78921,19,30.812308
-101.57458,11,30.854939
-102.20202,14,30.881551
-92.42281,16,30.88157
-109.57814,6,30.896794
-124.50103,29,30.910534
-113.551476,11,30.937907
-102.222626,7,30.951033
-106.7018,5,30.965111
-109.62963,25,30.97808
-93.64664,16,31.008625
-92.7025,17,31.02149
-103.864685,4,31.036209
-110.62511,9,31.036232
-112.95179,12,31.05054
-103.24316,12,31.050558
-97.57316,8,31.077447
-109.4138,7,31.123159
-102.91106,10,31.150469
-101.15856,26,31.150487
-103.76138,7,31.218996
-99.89633,12,31.219015
-108.86766,13,31.219021
-99.07542,16,31.261139
-99.40231,24,31.274878
-91.549515,15,31.287339
-110.00634,11,31.29979
-95.160904,19,31.316699
-108.08774,7,31.358121
-101.981285,13,31.398971
-85.69184,18,31.39899
-94.963104,19,31.481456
-113.80054,14,31.509316
-99.9969,12,31.525019
-93.02787,17,31.538479
-95.721855,21,31.565248
-83.21768,20,31.565268
-106.20999,26,31.579707
-95.493454,46,31.593796
-104.78995,9,31.607059
-103.97292,6,31.665343
-89.87797,21,31.69229
-113.58087,23,31.719117
-116.473274,11,31.750632
-118.05547,17,31.764318
-105.459335,16,31.764337
-112.87992,6,31.778585
-106.66737,21,31.805266
-93.24303,12,31.835661
-94.18322,19,31.835698
-101.95468,5,31.835706
-107.978134,6,31.849925
-105.45946,23,31.889282
-97.8452,12,31.889301
-102.151726,9,31.901914
-93.44186,13,31.929508
-108.25811,23,31.929527
-112.144485,11,31.957647
-98.611206,8,31.99817
-109.2868,8,31.998189
-127.1682,15,32.038703
-89.35853,17,32.068957
-87.12972,18,32.096408
-110.64228,10,32.096427
-96.54604,20,32.109228
-99.976906,10,32.135436
-83.89258,19,32.164036
-105.28261,4,32.164055
-105.13821,17,32.164061
-98.47845,11,32.190038
-88.940186,20,32.204138
-105.766884,3,32.230154
-107.48029,12,32.259699
-101.73406,9,32.259718
-115.79492,22,32.301472
-90.09618,16,32.316236
-102.69072,12,32.330521
-106.94392,21,32.356976
-112.8495,8,32.410639
-105.33594,13,32.437451
-87.583374,21,32.450206
-87.75572,20,32.478407
-93.33787,17,32.491225
-110.77862,24,32.491245
-104.661255,4,32.504546
-102.5917,11,32.558868
-91.18069,15,32.558887
-98.99429,18,32.573945
-97.93268,8,32.599988
-101.687,12,32.600006
-100.114494,9,32.613962
-103.47434,4,32.655015
-110.327156,9,32.685985
-114.35385,33,32.686005
-107.779015,17,32.712947
-115.18129,12,32.727031
-106.253235,17,32.740594
-104.0373,8,32.766343
-110.0734,7,32.782402
-108.49573,8,32.820956
-116.731995,18,32.847928
-116.310295,40,32.861448
-91.13785,25,32.918272
-96.877396,18,32.931963
-93.81101,23,32.931983
-100.5182,17,33.000576
-106.92718,7,33.013719
-83.79985,18,33.026684
-114.176506,21,33.026703
-107.544685,9,33.053172
-126.534004,24,33.053191
-99.59375,16,33.067253
-105.08299,8,33.110238
-99.18197,8,33.136598
-110.7208,25,33.162674
-106.72651,23,33.176363
-102.12334,9,33.176381
-109.39695,13,33.189791
-110.23277,8,33.217279
-104.21001,6,33.257129
-72.2636,25,33.270561
-90.386314,19,33.323826
-101.943535,11,33.323846
-77.75954,20,33.323852
-94.98487,16,33.351356
-105.26096,8,33.378689
-103.637085,5,33.394299
-103.20393,16,33.434932
-126.83422,19,33.44894
-124.97402,32,33.462533
-99.252785,10,33.462552
-102.88821,15,33.462558
-102.99183,6,33.476134
-126.35007,24,33.489743
-109.93456,6,33.520377
-110.32548,12,33.520397
-109.42483,5,33.534738
-108.125725,18,33.575771
-97.16449,9,33.588807
-98.95348,17,33.617913
-100.44654,10,33.617932
-102.65118,14,33.643695
-94.966896,9,33.656975
-91.036934,12,33.683014
-105.844955,5,33.710878
-88.48641,16,33.7121
-102.402245,8,33.725496
-106.3233,22,33.765153
-102.54027,7,33.77949
-96.46944,19,33.779508
-84.05376,18,33.822695
-107.860466,5,33.849429
-90.23982,17,33.891207
-103.573204,15,33.918484
-94.5152,15,33.933199
-94.547,25,33.933219
-110.91572,25,33.961385
-106.68218,7,33.988473
-97.22773,15,33.988492
-110.955864,20,33.988497
-100.90947,10,33.988502
-104.72841,5,34.001754
-104.014114,7,34.029832
-100.08378,17,34.055928
-102.20007,21,34.055952
-98.68285,9,34.082823
-99.56469,13,34.096833
-105.82886,10,34.124132
-110.503555,7,34.152897
-99.37204,14,34.193729
-98.51609,13,34.206861
-99.6254,17,34.220598
-105.41881,17,34.220617
-100.387794,6,34.238106
-103.98018,20,34.265107
-106.745445,4,34.278178
-103.68054,15,34.304385
-92.424675,20,34.360013
-96.26306,11,34.360032
-100.72678,18,34.373703
-90.866875,24,34.387315
-106.145195,7,34.482235
-113.86396,20,34.495715
-96.65815,19,34.495734
-106.825325,23,34.508966
-105.14252,7,34.592507
-105.40194,7,34.592529
-93.64284,17,34.592536
-107.824005,21,34.592541
-86.02513,25,34.605519
-102.51649,19,34.61849
-103.41302,4,34.645478
-104.451866,21,34.660498
-104.24501,7,34.685973
-120.32547,32,34.71242
-101.86453,6,34.725405
-101.33508,17,34.739862
-93.32018,14,34.784558
-100.38706,4,34.798167
-97.57197,10,34.824534
-109.90603,17,34.853279
-104.12093,20,34.881965
-99.67136,30,34.895431
-98.81925,10,34.922028
-105.44633,14,34.92205
-108.2492,24,34.922055
-81.3481,23,34.976957
-100.490524,15,35.003901
-98.83047,11,35.044643
-98.77432,16,35.073933
-91.87562,28,35.100604
-100.467834,15,35.127531
-93.18913,15,35.127551
-106.57074,18,35.127558
-93.87069,17,35.152894
-120.32897,27,35.194181
-99.05011,17,35.208341
-97.206505,8,35.235398
-100.046715,8,35.235417
-117.22559,14,35.235424
-98.98275,13,35.249124
-110.527405,11,35.249142
-92.90256,18,35.249148
-105.51562,8,35.262474
-99.0047,12,35.292897
-99.493355,12,35.370214
-96.66913,11,35.386357
-105.70536,15,35.453635
-103.0521,6,35.466935
-103.23628,16,35.480208
-91.56681,19,35.495324
-95.97354,18,35.495344
-127.66053,23,35.507907
-95.17702,20,35.507925
-98.890656,20,35.561213
-105.27296,7,35.561233
-103.015686,8,35.591459
-101.156456,11,35.605171
-92.426636,20,35.644512
-102.668205,29,35.644531
-101.415764,11,35.657251
-101.757545,12,35.65727
-104.68452,16,35.716644
-112.46315,13,35.744229
-100.04713,18,35.757645
-112.33164,16,35.827941
-110.0338,20,35.841244
-87.52216,19,35.855043
-103.987434,7,35.855062
-108.26338,5,35.921876
-102.852974,7,35.948028
-108.08545,8,35.948048
-109.30434,23,35.96108
-86.965485,22,35.961099
-104.01697,17,35.974626
-101.70672,24,35.974645
-94.37038,24,35.988471
-101.590744,4,36.018882
-118.21039,24,36.046072
-102.496155,6,36.07268
-105.60597,9,36.087194
-86.904526,20,36.101023
-106.32819,4,36.101043
-100.3403,11,36.101049
-106.29131,3,36.142251
-87.08943,21,36.208378
-101.044106,19,36.239108
-98.10165,21,36.239127
-102.84274,20,36.252998
-94.25205,17,36.253017
-99.68699,14,36.26704
-106.034836,15,36.30586
-111.796486,8,36.347716
-93.71167,11,36.360522
-102.084175,5,36.374562
-92.68146,10,36.37458
-100.86757,21,36.388632
-103.05629,4,36.427317
-89.994446,22,36.442252
-103.90131,6,36.442271
-102.97979,27,36.455439
-112.47175,14,36.455457
-100.22335,16,36.468575
-101.38092,7,36.483536
-96.57844,10,36.483554
-103.40021,4,36.497068
-103.70909,10,36.564756
-99.30244,9,36.578074
-109.4407,27,36.616996
-91.76505,14,36.67253
-105.93419,13,36.672549
-102.32302,17,36.685254
-107.594,7,36.712205
-95.17651,25,36.712225
-99.87859,19,36.738725
-86.751465,22,36.738744
-106.54508,6,36.754349
-105.24871,15,36.767493
-108.829575,16,36.793307
-102.45602,12,36.849837
-100.20335,13,36.849863
-116.5144,11,36.893978
-112.4474,6,36.933039
-102.2435,18,36.961821
-97.527245,18,36.96184
-92.954155,13,36.975143
-98.90066,20,37.014503
-114.16147,9,37.014522
-85.9534,41,37.028119
-104.75299,6,37.041667
-97.08985,20,37.041685
-105.73648,5,37.041692
-77.37233,22,37.057949
-89.47373,17,37.084802
-105.74289,4,37.099012
-97.668816,13,37.138422
-106.67107,9,37.167779
-84.93694,18,37.181738
-99.245346,12,37.196506
-96.23759,16,37.237755
-107.793015,7,37.267221
-101.309326,20,37.293245
-101.84311,5,37.33402
-109.74948,22,37.348
-102.09405,12,37.34802
-102.19998,22,37.3617
-106.96495,20,37.377353
-85.632965,21,37.377372
-119.10139,18,37.390375
-109.30356,6,37.429272
-87.25363,20,37.474907
